Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDG57,14.7,0.9202467227951256,Fruits and Vegetables,47.5034,OUT013,1987,972.068,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCQ50,18.75,1.0232760820643754,Household,211.9218,OUT027,1985,3419.5488,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDK24,9.195,0.8965563600260755,Baking Goods,45.2744,OUT045,2002,679.1160000000001,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DRG39,14.15,0.9996792327318248,Dairy,54.2982,OUT049,1999,1104.5622,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FDX46,12.3,1.028675022325788,Snack Foods,60.4562,OUT035,2004,1777.686,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDY01,11.8,0.9980183481552347,Canned,116.7834,OUT013,1987,2303.668,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ40,13.6,1.0017689743549971,Frozen Foods,110.0912,OUT035,2004,1965.4416,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS01,11.6,0.875,Canned,178.2686,OUT049,1999,1955.4546,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDJ09,15.0,1.0923215328617744,Snack Foods,43.6744,OUT017,2007,407.4696,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDT49,7.0,0.888888888888889,Canned,105.628,OUT049,1999,1384.864,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW50,13.1,0.9030962905155545,Dairy,168.4158,OUT049,1999,1504.0422,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDV39,11.3,1.0247738216047333,Meat,197.7426,OUT017,2007,2570.6538,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDY36,12.3,0.8932197322376743,Baking Goods,73.83800000000002,OUT017,2007,1245.046,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCE18,10.0,0.9981536253946826,Household,248.175,OUT013,1987,3495.45,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDB05,5.155,1.4751682063471618,Frozen Foods,247.2776,OUT019,1985,743.0328,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDK14,6.98,1.0022800346099072,Canned,82.4934,OUT018,2009,982.7208,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDP10,19.0,0.9995180395972092,Snack Foods,107.0622,OUT046,1997,1376.2086,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC45,17.0,0.8882608090984875,Fruits and Vegetables,172.5106,OUT035,2004,2053.3272,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS48,15.15,0.8086029909729684,Baking Goods,152.3708,OUT035,2004,3159.8868,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDX04,19.6,1.6148105925756648,Frozen Foods,49.4376,OUT019,1985,191.7504,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ20,8.325,0.9947952193344514,Fruits and Vegetables,40.8138,OUT027,1985,1543.3244,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDU13,8.355,0.917766308210966,Canned,146.9418,OUT045,2002,1029.9926,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCR53,12.15,0.8247450970570881,Health and Hygiene,224.4404,OUT013,1987,1800.3232,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDN49,17.25,0.881769175736137,Breakfast,40.048,OUT049,1999,399.48,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDR31,6.46,0.8693327993144778,Fruits and Vegetables,144.6102,OUT013,1987,2916.204,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRI03,6.03,0.8,Dairy,175.3028,OUT027,1985,3719.1588,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDL58,5.78,0.9258740791785027,Snack Foods,262.2568,OUT046,1997,5273.136,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCJ05,18.7,0.9989435150692411,Health and Hygiene,151.9682,OUT013,1987,3354.3004,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDS10,19.2,0.860526678866046,Snack Foods,180.3318,OUT017,2007,3428.2042,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK34,13.35,1.023217933313497,Snack Foods,240.1564,OUT027,1985,7150.691999999999,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDW48,18.0,0.8888888888888888,Baking Goods,81.8618,OUT019,1985,161.1236,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDE08,18.2,0.7743871667532526,Fruits and Vegetables,147.7734,OUT027,1985,4602.6754,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCH06,12.3,0.8759093287315165,Household,245.646,OUT027,1985,3695.19,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDV08,7.35,1.0039664427694406,Fruits and Vegetables,39.9454,OUT018,2009,377.5086,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDQ15,20.35,0.8571428571428572,Meat,81.6276,OUT046,1997,1787.0072,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL56,14.1,0.8844391354346325,Fruits and Vegetables,88.9198,OUT027,1985,3139.9128,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRC12,17.85,0.9982475717840537,Soft Drinks,189.7188,OUT046,1997,2285.0256,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDX49,4.615,0.9988041330268955,Canned,231.33,OUT013,1987,4660.6,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDJ09,15.0,0.7777777777777778,Snack Foods,47.2744,OUT035,2004,679.1160000000001,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDN23,6.575,0.9955359313713334,Breads,145.8444,OUT027,1985,3773.7544,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRD01,12.1,1.0014450477555923,Soft Drinks,56.7614,OUT018,2009,1049.9666,4,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDS43,11.65,1.00118552914596,Fruits and Vegetables,187.324,OUT045,2002,1864.24,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY48,14.0,1.5549587463521888,Baking Goods,104.4332,OUT019,1985,307.5996,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU12,15.5,1.4448007407888142,Baking Goods,262.1568,OUT010,1998,527.3136,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDX33,9.195,0.9997754923527533,Snack Foods,158.5578,OUT046,1997,2406.867,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH45,15.1,0.8914087015419129,Fruits and Vegetables,43.2796,OUT018,2009,123.8388,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,0.9988694122387186,Snack Foods,140.3838,OUT013,1987,1826.2894,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDX32,15.1,0.9092187440409272,Fruits and Vegetables,142.5786,OUT018,2009,3323.0078,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRG51,12.1,0.8811796066560716,Dairy,165.3526,OUT049,1999,3453.5046,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NCB31,6.235,0.9170509418065687,Household,263.791,OUT018,2009,2103.928,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDW47,15.0,1.3521215559069832,Breads,121.8414,OUT010,1998,243.6828,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDT20,10.5,0.9955359359192507,Fruits and Vegetables,39.1164,OUT027,1985,1235.7248,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDI34,10.65,0.9978174957085305,Snack Foods,232.3668,OUT046,1997,3685.8688,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH56,9.8,1.3896508847210678,Fruits and Vegetables,114.2492,OUT010,1998,463.3968,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DRJ47,18.25,0.9995679373633803,Hard Drinks,173.408,OUT013,1987,1038.648,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDP04,15.35,0.9945977528382566,Frozen Foods,62.0168,OUT027,1985,1534.0032,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCZ06,19.6,0.9038742196532451,Household,251.8698,OUT049,1999,3551.3772,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDY37,17.0,1.0027973189166857,Canned,144.247,OUT045,2002,3149.234000000001,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO46,9.6,1.0302191167885244,Snack Foods,190.2872,OUT049,1999,4727.18,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI10,8.51,1.0029320921665974,Snack Foods,173.5422,OUT049,1999,5000.8238,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT42,5.88,1.0036345254609065,Household,150.3392,OUT018,2009,447.4176,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDE29,8.905,1.003742072833507,Frozen Foods,60.2878,OUT018,2009,1151.1682,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDQ11,5.695,0.8653674293179412,Breads,258.8988,OUT027,1985,3083.9856,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDS20,8.85,0.9970722327261651,Fruits and Vegetables,183.8292,OUT013,1987,2554.0088,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR26,20.7,0.9012255937494195,Dairy,177.2028,OUT018,2009,3364.9532,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCH43,8.42,1.5536579526826215,Household,216.6192,OUT019,1985,215.7192,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDO25,6.3,0.9026203092326605,Canned,209.627,OUT018,2009,3984.813,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDB40,17.5,0.9023461408008681,Dairy,144.6102,OUT018,2009,2187.153,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDB14,20.25,0.8750000000000001,Canned,92.312,OUT019,1985,372.848,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDW23,5.765,0.8882691155362379,Baking Goods,40.1164,OUT035,2004,540.6296,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ23,17.75,0.9156973341871244,Baking Goods,186.924,OUT018,2009,3169.208,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX35,5.035,0.8807227474360515,Breads,229.0036,OUT017,2007,4326.3684,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX24,8.355,0.8698878598205103,Baking Goods,94.1462,OUT046,1997,2221.1088,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
DRG15,6.13,1.0325205726333473,Dairy,63.0536,OUT017,2007,1225.072,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FDY60,10.5,0.8333333333333334,Baking Goods,143.3128,OUT046,1997,1438.128,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDK02,12.5,0.8101983140796685,Canned,119.144,OUT018,2009,3235.788,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK24,9.195,0.8904089739584579,Baking Goods,45.4744,OUT027,1985,1041.3112,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCA05,20.75,0.8930149872304416,Health and Hygiene,150.4734,OUT035,2004,890.8404,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDN33,6.305,0.9961835231619639,Snack Foods,93.0436,OUT027,1985,2363.59,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDA09,13.35,1.0030237399079267,Snack Foods,179.06599999999997,OUT017,2007,2696.49,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK50,7.96,1.0653810114517932,Canned,163.2894,OUT035,2004,4530.1032,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCE55,8.92,1.004704654019749,Household,175.237,OUT017,2007,2117.244,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDG12,6.635,1.1249373253612718,Baking Goods,121.8098,OUT049,1999,2048.6666,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC37,15.5,0.7989947461659349,Baking Goods,106.7938,OUT013,1987,3215.8140000000008,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRG15,6.13,1.0267130589945674,Dairy,62.4536,OUT046,1997,1225.072,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDQ58,7.315,1.1228507881391316,Snack Foods,154.434,OUT046,1997,1378.206,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDQ51,16.0,1.494054967821073,Meat,46.1718,OUT010,1998,94.5436,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR46,16.85,1.4127490882232017,Snack Foods,146.576,OUT010,1998,439.42800000000005,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDC50,15.85,0.9205533887242884,Canned,94.4094,OUT018,2009,1047.3034,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDJ09,15.0,0.7777777777777778,Snack Foods,43.4744,OUT046,1997,543.2928,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCC18,19.1,0.9212643626334637,Household,172.3422,OUT035,2004,2586.633,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDL04,19.0,0.9989435043043602,Frozen Foods,105.4622,OUT013,1987,952.7598,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDH48,13.5,0.7000000000000001,Baking Goods,84.654,OUT049,1999,1211.756,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD38,16.75,0.8600332463566023,Canned,99.8674,OUT049,1999,2342.9502,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT47,5.26,0.9955755192519609,Breads,95.9068,OUT027,1985,3207.8244,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDE41,9.195,1.0287952602041994,Frozen Foods,85.9566,OUT045,2002,1691.132,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH19,19.35,0.9077799540914696,Meat,173.8738,OUT017,2007,2432.8332,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDW26,11.8,0.8679393771008055,Dairy,224.1772,OUT017,2007,2890.9036,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDW35,10.6,0.8920673404005957,Breads,40.6454,OUT017,2007,167.7816,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDQ55,13.65,1.0017600652437186,Fruits and Vegetables,115.5834,OUT045,2002,1382.2008,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDV22,14.85,0.8987557350857296,Snack Foods,158.263,OUT049,1999,2659.871,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCN29,15.2,1.3429354035985293,Health and Hygiene,48.2034,OUT019,1985,97.2068,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDQ26,13.5,1.0194973816293809,Dairy,60.1562,OUT035,2004,1599.9174,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDV24,5.635,0.8713532018152241,Baking Goods,150.005,OUT045,2002,1797.66,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDG50,7.405,0.9158655284981738,Canned,92.4146,OUT017,2007,1459.4336,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCF42,17.349999999999998,1.5107374917684249,Household,177.0712,OUT019,1985,351.5424,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDT46,11.35,0.8288472125871755,Snack Foods,51.9008,OUT017,2007,708.4112,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRE49,20.75,0.8181818181818181,Soft Drinks,153.8024,OUT027,1985,7741.9224,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV56,16.1,1.0032475169245423,Fruits and Vegetables,109.3596,OUT045,2002,1186.4556,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDD32,17.7,1.0011043666156145,Fruits and Vegetables,80.9276,OUT018,2009,487.3656,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCN19,13.1,0.8927534746179594,Others,188.853,OUT035,2004,3225.801,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDQ48,14.3,0.9985244080035249,Baking Goods,96.5726,OUT013,1987,2251.0698,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW34,9.6,0.9026280496372011,Snack Foods,244.317,OUT027,1985,8262.578000000001,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCS38,8.6,1.0666604505826374,Household,114.3176,OUT045,2002,1946.7992,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDL58,5.78,0.9296456990016175,Snack Foods,264.5568,OUT018,2009,6327.7632,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDY59,8.195,1.0232926358722536,Baking Goods,91.8462,OUT045,2002,2313.655,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ03,13.65,0.8908125236554687,Dairy,184.824,OUT046,1997,3355.632,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP60,17.35,1.0901797944487155,Baking Goods,102.3016,OUT045,2002,1619.2256,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCI30,20.25,0.8873381201305804,Household,246.646,OUT046,1997,2463.46,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDO03,10.395,1.4737567519213575,Meat,230.5352,OUT019,1985,687.1056,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDZ20,16.1,0.925683309967187,Fruits and Vegetables,252.3356,OUT046,1997,3815.034,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDQ31,5.785,0.9020407820719544,Fruits and Vegetables,89.7856,OUT027,1985,966.7416,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDY03,17.6,0.8517444874766469,Meat,113.2202,OUT018,2009,2025.3636,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW45,18.0,1.0014330949871468,Snack Foods,148.4418,OUT045,2002,4119.9704,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO41,12.5,1.504208562505648,Health and Hygiene,99.0384,OUT010,1998,197.0768,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDK16,9.065,0.9991203107421982,Frozen Foods,94.4094,OUT013,1987,2856.282,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDZ16,16.85,0.807986933868303,Frozen Foods,195.5478,OUT035,2004,4262.4516,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCD18,16.0,1.0335902445043739,Household,228.4668,OUT017,2007,2534.0348,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDF52,9.3,0.858568406046347,Frozen Foods,181.6292,OUT013,1987,2371.5796,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDF09,6.215,0.9995123102439755,Fruits and Vegetables,37.9848,OUT035,2004,782.9808,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW43,20.1,1.0040552069834472,Fruits and Vegetables,226.6036,OUT017,2007,6831.108,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDU19,8.77,1.0204120534697196,Fruits and Vegetables,170.5422,OUT017,2007,2759.0752,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDA50,16.25,0.8485546445009399,Dairy,95.141,OUT035,2004,2220.443,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDS48,15.15,0.8080828753470772,Baking Goods,150.4708,OUT013,1987,2106.5912,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCH07,13.15,0.8293929973014343,Household,159.5604,OUT013,1987,1901.5248,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
NCK54,12.15,0.6666666666666669,Household,117.615,OUT013,1987,1514.695,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDD53,16.2,1.3621141407142876,Frozen Foods,41.8454,OUT019,1985,41.9454,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDV58,20.85,0.9993559899958097,Snack Foods,197.5452,OUT035,2004,4306.3944,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDI08,18.2,0.9976288239426555,Fruits and Vegetables,247.2092,OUT035,2004,3486.1288,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDD08,8.3,1.0031672329717782,Fruits and Vegetables,36.6506,OUT018,2009,455.4072,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDX34,6.195,1.0015898834211234,Snack Foods,120.1098,OUT045,2002,2892.2352,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX55,15.1,0.8333333333333334,Fruits and Vegetables,216.4166,OUT045,2002,2830.3158,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCS05,11.5,1.002552343818923,Health and Hygiene,130.7942,OUT045,2002,2782.3782,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDL04,19.0,0.9995864514142433,Frozen Foods,105.4622,OUT035,2004,1905.5196,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDJ53,10.5,1.00302824306343,Frozen Foods,120.2098,OUT018,2009,602.549,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDB47,8.8,1.001193027322926,Snack Foods,210.6612,OUT049,1999,2508.7344,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCS29,9.0,1.5558184120805203,Health and Hygiene,264.1884,OUT019,1985,264.9884,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDB33,17.75,0.870808897745139,Fruits and Vegetables,160.4262,OUT045,2002,3182.524000000001,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL52,6.635,1.4434359484312147,Frozen Foods,39.8506,OUT019,1985,37.9506,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDB03,17.75,0.9988905231947048,Dairy,242.1538,OUT035,2004,4326.3684,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW20,20.75,0.8567486207559089,Fruits and Vegetables,123.373,OUT035,2004,2093.9410000000007,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDT10,16.7,0.9012255885561344,Snack Foods,60.6562,OUT018,2009,592.562,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK04,7.36,0.8765378881080403,Frozen Foods,55.5588,OUT027,1985,1145.1760000000004,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCL07,13.85,0.8441584958947022,Others,40.24800000000001,OUT045,2002,319.584,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDZ31,15.35,1.041916221477394,Fruits and Vegetables,191.1504,OUT046,1997,1725.7536,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDE45,12.1,0.8333333333333335,Fruits and Vegetables,177.3002,OUT035,2004,3044.7034,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCK54,12.15,0.6666666666666669,Household,118.515,OUT018,2009,1398.18,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
DRE15,13.35,1.6579763243831684,Dairy,74.8012,OUT019,1985,303.6048,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NCQ38,16.35,0.9015238783381386,Others,106.128,OUT035,2004,1917.504,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDB08,6.055,1.0222733810342337,Fruits and Vegetables,160.1578,OUT027,1985,3048.6982,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRF49,7.27,0.8914087012646738,Soft Drinks,111.8518,OUT018,2009,2277.036,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
